Compound_Position,Compound_Name,log2_shNC_mean,log2_shRB1_1_mean,log2_shRB1_1_mean_shNC_mean
SK01P24,DMSO,0.798144291,0.709218419,0.088925872
SK02A01,LY2811376,-0.193988344,-0.197569735,0.003581391
SK02A02,Loteprednol etabonate,-0.069833333,-0.319312556,0.249479223
SK02A03,DMXAA (Vadimezan),-0.032338792,-0.175227924,0.142889132
SK02A04,Mesalamine,-0.040804072,-0.023431726,-0.017372346
SK02A05,Nebivolol ,-0.00102966,0.00946076,-0.010490421
SK02A06,Carbamazepine ,-0.050459314,-0.038058188,-0.012401126
SK02A07,Pomalidomide,-0.117884726,-0.130955452,0.013070726
SK02A08,Hydrochlorothiazide,-0.105533074,-0.114892843,0.009359769
SK02A09,Sulfasalazine,-0.077116182,-0.097768598,0.020652416
SK02A10,Zalcitabine,-0.210141381,-0.256014284,0.045872902
SK02A11,Furosemide ,-0.100894417,-0.120693386,0.019798969
SK02A12,Methylprednisolone,-0.029057676,-0.257595412,0.228537737
SK02A13,Cefoperazone ,-0.101561449,-0.093057232,-0.008504217
SK02A14,Rifabutin ,-0.038154954,-0.070512943,0.03235799
SK02A15,Acetylcysteine,0.014216826,-0.126959974,0.1411768
SK02A16,Pitavastatin Calcium ,-2.206652136,-0.683481408,-1.523170727
SK02A17,Zafirlukast ,0.217022983,0.087799409,0.129223573
SK02A18,Chlorprothixene,0.268258259,0.34912867,-0.080870411
SK02A19,Nitrofural,0.158914274,0.716964419,-0.558050145
SK02A20,Rifaximin ,0.068876105,0.412518184,-0.343642079
SK02A21,Phenylbutazone ,0.138541499,0.404973001,-0.266431503
SK02A22,Acipimox,-0.06726317,0.274615271,-0.34187844
SK02A23,DMSO,-0.05350363,0.290830565,-0.344334196
SK02A24,DMSO,0.263160059,0.468420555,-0.205260497
SK02B01,Betaxolol hydrochloride (Betoptic),-0.078974371,-0.01664901,-0.062325362
SK02B02,Pyrimethamine,-0.322756804,-0.343100001,0.020343197
SK02B03,Albendazole Oxide,-0.098867757,-0.190267316,0.091399559
SK02B04,Benidipine HCl,0.006690749,-0.059199391,0.06589014
SK02B05,Bifonazole,-0.071653533,-0.084375949,0.012722417
SK02B06,Uridine,-0.068740584,-0.178307411,0.109566827
SK02B07,Ganciclovir,-0.154870831,-0.125488393,-0.029382437
SK02B08,Nimesulide,-0.140322073,-0.063144662,-0.077177411
SK02B09,Nizatidine,-0.104691165,-0.091050485,-0.01364068
SK02B10,Captopril,-0.030371801,-0.101716586,0.071344785
SK02B11,Vitamin B12,-0.167607771,-0.104200715,-0.063407056
SK02B12,Bromhexine HCl,0.030079303,-0.001734841,0.031814144
SK02B13,Tropicamide,0.039060892,-0.088521673,0.127582566
SK02B14,Mecarbinate,-0.05694855,-0.065041214,0.008092664
SK02B15,Irsogladine,-0.086459541,-0.082288428,-0.004171112
SK02B16,Duloxetine HCl,-0.045232083,-0.022759545,-0.022472538
SK02B17,Miconazole Nitrate,-0.072937732,-0.172998517,0.100060785
SK02B18,Ambrisentan,-0.033932909,0.000871722,-0.034804631
SK02B19,Nefiracetam,-0.076042811,-0.041999412,-0.034043399
SK02B20,Imidapril HCl,-0.063357257,0.006592001,-0.069949258
SK02B21,Adenine HCl,-0.052639478,-0.134223615,0.081584137
SK02B22,Licofelone,-0.065068938,-0.144959001,0.079890063
SK02B23,DMSO,-0.138134369,-0.023083072,-0.115051298
SK02B24,DMSO,-0.125240382,-0.094746098,-0.030494285
SK02C01,Hesperadin,-1.024284007,-0.629754525,-0.394529482
SK02C02,£¨6-£©¦Å-?Aminocaproic acid,-0.252806819,-0.171219695,-0.081587124
SK02C03,Telaprevir (VX-950),-0.212226416,-0.34500979,0.132783374
SK02C04,Ipratropium Bromide,-0.106478753,-0.103543151,-0.002935602
SK02C05,Pimobendan,0.058646027,-0.019824313,0.07847034
SK02C06,Hydrocortisone ,-0.175341586,-0.160076976,-0.01526461
SK02C07,PD318088,-0.04916407,-0.037746277,-0.011417793
SK02C08,Estradiol,-0.189885627,-0.190735188,0.000849561
SK02C09,Tie2 kinase inhibitor,-0.009003647,-0.087343746,0.078340099
SK02C10,Azathioprine,-0.203616263,-0.101841247,-0.101775016
SK02C11,Olmesartan Medoxomil,-0.181367218,-0.133503864,-0.047863355
SK02C12,Meloxicam,-0.191516726,-0.215702303,0.024185577
SK02C13,Silodosin,-0.124661485,-0.114418204,-0.010243281
SK02C14,Nevirapine ,-0.153489414,-0.183156271,0.029666857
SK02C15,Ethinyl Estradiol,-0.098449549,-0.120987658,0.022538109
SK02C16,Rifapentine ,-0.086510936,-0.228856184,0.142345247
SK02C17,Erythromycin,-0.133814583,-0.129556928,-0.004257655
SK02C18,Oxytetracycline (Terramycin),-0.200272485,-0.153713858,-0.046558627
SK02C19,Ketoprofen ,-0.216864824,-0.101858239,-0.115006585
SK02C20,Simvastatin ,-0.479795379,-1.402409051,0.922613672
SK02C21,Ezetimibe ,-0.237975587,-0.070178973,-0.167796614
SK02C22,Aciclovir,-0.195987204,-0.158605849,-0.037381355
SK02C23,DMSO,-0.21498108,-0.226220534,0.011239454
SK02C24,DMSO,-0.129146092,-0.071758735,-0.057387358
SK02D01,Proparacaine HCl,-0.177454369,-0.054386456,-0.123067913
SK02D02,Sulindac ,-0.178517846,-0.104336067,-0.074181779
SK02D03,Chloroxine,-0.000722779,-0.085927697,0.085204918
SK02D04,ENMD-2076 L-(+)-Tartaric acid ,-9.66423E-06,0.110374896,-0.11038456
SK02D05,Pefloxacin Mesylate,-0.112843041,-0.156076612,0.043233571
SK02D06,Flunarizine 2HCl,-0.157485938,-0.090904536,-0.066581402
SK02D07,Roxatidine Acetate HCl,-0.281775609,-0.101349352,-0.180426258
SK02D08,Dyclonine HCl,-0.140536574,-0.047563922,-0.092972651
SK02D09,Carbidopa,-0.266412543,-0.270035459,0.003622917
SK02D10,Oxytetracycline Dihydrate,-0.090316329,-0.23089619,0.140579861
SK02D11,Diclofenac Sodium,-0.158443206,-0.08114655,-0.077296656
SK02D12,Lovastatin,-0.267049893,-0.612988682,0.345938789
SK02D13,Pregnenolone,-0.23012635,-0.06830541,-0.161820941
SK02D14,Rosiglitazone HCl,-0.151228045,-0.09997322,-0.051254825
SK02D15,Triamcinolone,-0.196650383,-0.160624401,-0.036025982
SK02D16,Trimebutine,-0.21993237,-0.128618771,-0.091313599
SK02D17,Sulfamethizole ,-0.153560666,-0.183265375,0.029704709
SK02D18,Bexarotene,-0.064345423,0.059085829,-0.123431252
SK02D19,Nicorandil,-0.16734194,-0.071349237,-0.095992702
SK02D20,Lapatinib,0.02620904,0.11451951,-0.088310471
SK02D21,Mometasone furoate,-0.108995591,-0.171203749,0.062208158
SK02D22,Dextrose,-0.099561633,-0.096921572,-0.002640061
SK02D23,DMSO,-0.195825178,-0.156303395,-0.039521783
SK02D24,DMSO,-0.067489766,-0.139046008,0.071556243
SK02E01,BIX 02188,-0.34962525,-0.364994016,0.015368766
SK02E02,Aminoglutethimide ,-0.182738469,-0.022493359,-0.16024511
SK02E03,Saxagliptin,-0.371338225,-0.325574404,-0.045763821
SK02E04,Sulfanilamide,-0.185691991,-0.224634573,0.038942582
SK02E05,AZD8055,-0.508477153,-0.187409927,-0.321067225
SK02E06,Desonide,-0.050707547,-0.171206475,0.120498928
SK02E07,Tazarotene ,-0.272137431,-0.333904691,0.06176726
SK02E08,Deferasirox ,-0.165858311,-0.226030579,0.060172268
SK02E09,Candesartan ,-0.158015699,-0.105505433,-0.052510266
SK02E10,Indomethacin ,-0.239399626,-0.214410646,-0.02498898
SK02E11,Cefdinir ,-0.33424698,-0.230134525,-0.104112456
SK02E12,Mesna ,-0.211016562,-0.188921093,-0.022095469
SK02E13,Riluzole,-0.260864958,-0.312384535,0.051519576
SK02E14,Esomeprazole Magnesium,-0.200393092,-0.373097898,0.172704806
SK02E15,Naproxen ,-0.260870013,-0.344824073,0.08395406
SK02E16,Suprofen ,-0.303084497,-0.274567985,-0.028516513
SK02E17,Amphotericin B ,-0.149447613,-0.30500938,0.155561768
SK02E18,Toremifene Citrate,-0.163927616,-0.083752342,-0.080175275
SK02E19,Ketorolac,-0.198385489,-0.267013819,0.068628329
SK02E20,Ramipril ,-0.453173096,-0.778861875,0.325688779
SK02E21,Enalaprilat Dihydrate,-0.159755513,-0.13660656,-0.023148953
SK02E22,Nifedipine,-0.095965115,-0.191034916,0.095069801
SK02E23,DMSO,-0.314771048,-0.299839937,-0.014931111
SK02E24,DMSO,-0.12948095,-0.202833002,0.073352051
SK02F01,Pranlukast,-0.193288065,-0.166554195,-0.026733869
SK02F02,Pramipexole dihydrochloride monohydrate,-0.146122566,-0.27265783,0.126535265
SK02F03,Lomustine ,-0.122733864,-0.335041709,0.212307845
SK02F04,Formoterol Hemifumarate,-0.114175622,-0.219914099,0.105738477
SK02F05,Metoprolol Tartrate,-0.084364703,-0.096015376,0.011650673
SK02F06,Fenticonazole Nitrate,-0.184003104,-0.211168838,0.027165733
SK02F07,Protionamide,-0.156969936,-0.155157817,-0.001812119
SK02F08,Cyproterone Acetate,-0.257909953,-0.276714885,0.018804932
SK02F09,Valsartan,-0.388880515,-0.247601937,-0.141278578
SK02F10,Cytidine,-0.170058271,-0.300844044,0.130785773
SK02F11,Avobenzone,-0.233866392,-0.292541716,0.058675324
SK02F12,Tiopronin ,0.094850935,-0.442621531,0.537472466
SK02F13,Sulfamethoxazole,-0.246586853,-0.870440105,0.623853252
SK02F14,Atorvastatin Calcium ,-1.236057869,-1.696590628,0.46053276
SK02F15,Nystatin (Fungicidin),-0.264047727,-0.305552211,0.041504484
SK02F16,Ivabradine HCl,-0.275069986,-0.304052577,0.028982591
SK02F17,Sulbactam ,-0.282109191,-0.254998119,-0.027111072
SK02F18,Temocapril HCl ,-0.202470051,-0.254224835,0.051754783
SK02F19,Tamoxifen Citrate,-0.162466026,-0.123317933,-0.039148093
SK02F20,Cisatracurium Besylate,-0.167817804,-0.172493841,0.004676037
SK02F21,Propylthiouracil,-0.231676964,-0.202831577,-0.028845387
SK02F22,Xylose,-0.199576468,-0.147727282,-0.051849186
SK02F23,DMSO,-0.308865473,-0.296811043,-0.01205443
SK02F24,DMSO,-0.249095507,-0.26947545,0.020379942
SK02G01,BIX 02189,-0.247675568,-0.476105773,0.228430205
SK02G02,Aminophylline,-0.27463283,-0.272536598,-0.002096232
SK02G03,EX 527 (Selisistat),-0.17327298,-0.265151697,0.091878717
SK02G04,Betamethasone Dipropionate,-0.156552394,-0.250393639,0.093841245
SK02G05,PHT-427,-0.199765462,-0.099824895,-0.099940567
SK02G06,Didanosine,-0.260034808,-0.188639043,-0.071395765
SK02G07,KU-60019,-0.188268545,-0.264094872,0.075826328
SK02G08,Piroxicam ,-0.42532179,-0.293661349,-0.131660441
SK02G09,H 89 2HCl,-0.429373263,-0.352853962,-0.076519301
SK02G10,Terbinafine ,-0.482476124,-0.345785135,-0.136690989
SK02G11,Clotrimazole,-0.510191067,-0.508107861,-0.002083206
SK02G12,Methocarbamol ,-0.457120511,-0.331737349,-0.125383162
SK02G13,Risperidone ,-0.414268353,-0.319024278,-0.095244075
SK02G14,Nicotinic Acid,-0.401269181,-0.337730496,-0.063538685
SK02G15,Nitazoxanide,-0.577655415,-0.467482008,-0.110173407
SK02G16,Pyrazinamide,-0.333639867,-0.381670599,0.048030732
SK02G17,Ibuprofen ,-0.205891932,-0.291420744,0.085528812
SK02G18,Ethionamide,-0.22724438,-0.287497446,0.060253066
SK02G19,Adenosine,-0.180218468,-0.312528893,0.132310425
SK02G20,Fenofibrate ,-0.209273989,-0.267200545,0.057926556
SK02G21,Dofetilide ,-0.227553955,-0.21810026,-0.009453695
SK02G22,Amiloride HCl ,-0.181386518,-0.328266328,0.14687981
SK02G23,DMSO,-0.217566521,-0.150551648,-0.067014873
SK02G24,DMSO,-0.082434621,-0.18655415,0.104119529
SK02H01,Oxfendazole,-0.171024289,-0.157265658,-0.013758631
SK02H02,PCI-34051,-0.135042656,-0.27798001,0.142937355
SK02H03,Chenodeoxycholic Acid,-0.098933043,-0.1704841,0.071551057
SK02H04,Chlormezanone ,-0.208590177,-0.172603557,-0.03598662
SK02H05,Diethylstilbestrol,-0.213643509,-0.233101905,0.019458395
SK02H06,Rebamipide,-0.277325007,-0.253539492,-0.023785515
SK02H07,Idoxuridine,-0.342437817,-0.330625389,-0.011812428
SK02H08,Memantine HCl,-0.401927279,-0.415340031,0.013412752
SK02H09,Dipyridamole,-0.498404693,-0.424758912,-0.07364578
SK02H10,Orphenadrine Citrate ,-0.613320507,-0.458308477,-0.15501203
SK02H11,Amlodipine ,-0.398681403,-0.455843742,0.057162339
SK02H12,Balofloxacin,-0.464648169,-0.565206273,0.100558103
SK02H13,Sulfisoxazole,-0.462915322,-0.549961055,0.087045733
SK02H14,Famotidine ,-0.362289755,-0.57340771,0.211117955
SK02H15,Isoniazid,-0.285788305,-0.476753808,0.190965503
SK02H16,Rivastigmine Tartrate,-0.230282619,-0.339353942,0.109071323
SK02H17,Tolfenamic Acid,-0.263902815,-0.24802135,-0.015881465
SK02H18,Gabexate Mesylate,-0.242122868,-0.25380689,0.011684022
SK02H19,Cyclocytidine HCl,-0.64167651,-0.267354266,-0.374322244
SK02H20,Dronedarone HCl,-0.20403727,0.170211509,-0.374248779
SK02H21,Fluticasone propionate ,-0.128407153,-0.309378257,0.180971104
SK02H22,Mestranol,-0.243818222,-0.164923603,-0.078894619
SK02H23,DMSO,-0.353993326,-0.165514884,-0.188478442
SK02H24,DMSO,-0.303232468,-0.269366366,-0.033866101
SK02I01,AZD7762,-3.035235479,-2.446981518,-0.588253961
SK02I02,Amorolfine HCl,-0.132877796,-0.094246648,-0.038631147
SK02I03,AM1241,-0.207856725,-0.296611183,0.088754457
SK02I04,Meprednisone,-0.24400726,-0.263872441,0.019865181
SK02I05,KRN 633,-0.165008112,-0.250222458,0.085214346
SK02I06,Divalproex Sodium,-0.284479969,-0.294300143,0.009820174
SK02I07,BS-181 HCl,-0.407952674,-0.319527741,-0.088424933
SK02I08,Gemcitabine ,-3.621247195,-2.52301326,-1.098233935
SK02I09,TWS119,-0.325280831,-0.192083519,-0.133197312
SK02I10,Levonorgestrel ,-0.662590961,-0.459820036,-0.202770924
SK02I11,Rizatriptan Benzoate ,-0.668953531,-0.589015642,-0.079937889
SK02I12,Prednisolone ,-0.525176709,-0.619387372,0.094210663
SK02I13,Sulfameter ,-0.474252552,-0.605115388,0.130862836
SK02I14,Nimodipine,-0.368100458,-0.551975998,0.18387554
SK02I15,Triamcinolone Acetonide,-0.394713622,-0.528120035,0.133406412
SK02I16,Quetiapine Fumarate,-0.356833489,-0.469658174,0.112824685
SK02I17,Amprenavir ,-0.338064931,-0.445149473,0.107084542
SK02I18,Trifluridine ,-0.374298044,-0.247322589,-0.126975456
SK02I19,Zolmitriptan ,-0.305615483,-0.340442868,0.034827386
SK02I20,Ranolazine ,-0.227312419,-0.168743457,-0.058568963
SK02I21,Isradipine,-0.293069085,-0.401622791,0.108553706
SK02I22,Amlodipine besylate (Norvasc),-0.397815707,-0.253975536,-0.143840171
SK02I23,DMSO,-0.262124319,-0.336838272,0.074713953
SK02I24,DMSO,-0.252129924,-0.235476004,-0.016653919
SK02J01,Carvedilol,-0.194419607,-0.242285469,0.047865862
SK02J02,PF-573228,-0.164611627,-0.234978243,0.070366615
SK02J03,Cimetidine ,-0.585750293,-0.555479389,-0.030270904
SK02J04,Ketotifen Fumarate ,-0.613832902,-0.527583903,-0.086249
SK02J05,Diltiazem HCl ,-0.239369448,-0.357494121,0.118124673
SK02J06,Epalrestat,-0.231348921,-0.294471911,0.06312299
SK02J07,Sparfloxacin,-0.460383669,-0.288264636,-0.172119033
SK02J08,Cyproheptadine HCl ,-0.477985933,-0.412292785,-0.065693147
SK02J09,Hydroxyurea,-0.531232955,-0.410733135,-0.12049982
SK02J10,Gimeracil,-0.654192775,-0.522087698,-0.132105077
SK02J11,Metronidazole ,-0.507779859,-0.42646832,-0.081311539
SK02J12,Lafutidine,-0.353190152,-0.590234196,0.237044045
SK02J13,Crystal Violet,-3.500692243,-1.187799341,-2.312892902
SK02J14,Moexipril HCl,-0.356167703,-0.437813825,0.081646122
SK02J15,Levofloxacin,-0.270602817,-0.452246427,0.181643609
SK02J16,Dexmedetomidine HCl (Precedex),-0.333097215,-0.316269812,-0.016827403
SK02J17,Pranoprofen,-0.305451877,-0.3311193,0.025667423
SK02J18,Rasagiline Mesylate,-0.339478411,-0.356046456,0.016568045
SK02J19,Meglumine,-0.291545525,-0.302501181,0.010955656
SK02J20,Conivaptan HCl ,-0.214490948,-0.185658739,-0.028832208
SK02J21,Lacidipine ,-0.274777525,-0.169902394,-0.104875131
SK02J22,Naftopidil ,-0.237891104,-0.280966431,0.043075327
SK02J23,DMSO,-0.346633565,-0.242523223,-0.104110343
SK02J24,DMSO,-0.257203526,-0.134877168,-0.122326357
SK02K01,R406 (free base),-0.207508365,-0.179704294,-0.027804071
SK02K02,Chloramphenicol,-0.202499833,-0.175714466,-0.026785367
SK02K03,SB408124,-0.149631448,-0.249643829,0.100012382
SK02K04,Betamethasone valerate (Betnovate),-0.255868499,-0.335587155,0.079718655
SK02K05,AT7867,-0.107106141,0.018486224,-0.125592365
SK02K06,Emtricitabine ,-0.277215028,-0.446856255,0.169641227
SK02K07,Fasudil (HA-1077) HCl,-0.467882889,-0.410858375,-0.057024513
SK02K08,Glipizide ,-0.331599244,-0.394830603,0.063231359
SK02K09,Apixaban,-0.40177394,-0.401585647,-0.000188293
SK02K10,Gemfibrozil ,-0.500332164,-0.42627385,-0.074058314
SK02K11,Pyridostigmine Bromide ,-0.438866704,-0.438595699,-0.000271005
SK02K12,Telmisartan ,-0.296929622,-0.440212991,0.143283369
SK02K13,Prilocaine,-0.411843181,-0.514610285,0.102767104
SK02K14,Nisoldipine ,-0.195590801,-0.302352604,0.106761803
SK02K15,Orlistat ,-0.286388121,-0.359406684,0.073018562
SK02K16,Rifampin,-0.330789617,-0.273502061,-0.057287556
SK02K17,Albendazole,-0.791227598,0.249054172,-1.04028177
SK02K18,Azacitidine ,-0.260228558,-0.470025051,0.209796494
SK02K19,Telbivudine ,-0.372124431,-0.262558768,-0.109565663
SK02K20,Ranitidine,-0.27242813,-0.277910553,0.005482423
SK02K21,Estrone,-0.226307328,-0.353629239,0.127321911
SK02K22,Chlorpheniramine Maleate,-0.348171371,-0.271907478,-0.076263893
SK02K23,DMSO,-0.289118656,-0.300033034,0.010914379
SK02K24,DMSO,-0.369385184,-0.256564509,-0.112820675
SK02L01,Atracurium Besylate,-0.097633352,-0.280800315,0.183166963
SK02L02,BMS-265246,-0.014721185,-0.294283872,0.279562686
SK02L03,Clemastine Fumarate,-0.131326796,-0.100952114,-0.030374683
SK02L04,Urapidil HCl,-0.150119259,-0.160840873,0.010721614
SK02L05,Diphenhydramine HCl ,-0.17604841,-0.155643121,-0.020405289
SK02L06,Aspartame,-0.222572798,-0.240338135,0.017765337
SK02L07,Felodipine ,-0.347481524,-0.293040689,-0.054440835
SK02L08,Doxifluridine,-0.197860956,-0.249098197,0.051237242
SK02L09,Potassium Iodide,-0.351303819,-0.369454294,0.018150475
SK02L10,Cyclophosphamide Monohydrate,-0.307992049,-0.450980845,0.142988795
SK02L11,Flutamide,-0.338275789,-0.273421934,-0.064853855
SK02L12,Moxonidine,-0.430733168,-0.341858234,-0.088874935
SK02L13,Haloperidol ,-0.207388672,-0.331906182,0.12451751
SK02L14,Clevidipine Butyrate,-0.274632592,-0.266142837,-0.008489755
SK02L15,Enalapril Maleate,-0.315767153,-0.2189317,-0.096835453
SK02L16,Betaxolol,-0.216815817,-0.363786715,0.146970897
SK02L17,Sulphadimethoxine,-0.192532903,-0.30770125,0.115168347
SK02L18,Naltrexone HCl,-0.284662127,-0.355110884,0.070448758
SK02L19,Aripiprazole,-0.357001526,-0.232264739,-0.124736787
SK02L20,Ibutilide Fumarate,-0.256126477,-0.204410247,-0.05171623
SK02L21,"Elvitegravir (GS-9137, JTK-303)",-0.333903808,-0.341949013,0.008045205
SK02L22,S- (+)-Rolipram,-0.302321956,-0.269856926,-0.03246503
SK02L23,DMSO,-0.35663276,-0.266568612,-0.090064148
SK02L24,DMSO,-0.266845711,-0.284102876,0.017257165
SK02M01,Org 27569,-0.237973749,-0.205220007,-0.032753742
SK02M02,Flurbiprofen ,-0.201341655,-0.203559402,0.002217748
SK02M03,Febuxostat,-0.287203027,-0.267276005,-0.019927022
SK02M04,Praziquantel,-0.145114032,-0.244662242,0.09954821
SK02M05,BMS-777607,-0.205610137,-0.275125645,0.069515508
SK02M06,Progesterone,-0.224823795,-0.242323788,0.017499992
SK02M07,BIRB 796 (Doramapimod),-0.003290728,0.017727371,-0.021018099
SK02M08,Glyburide ,-0.29070664,-0.215852551,-0.074854089
SK02M09,Semagacestat (LY450139),-0.45758834,-0.250383757,-0.207204584
SK02M10,Indapamide ,-0.289192944,-0.329161594,0.03996865
SK02M11,Methimazole ,0.12725075,-0.268469376,0.395720126
SK02M12,Thiabendazole,-0.302982535,-0.28888098,-0.014101555
SK02M13,Darunavir Ethanolate,-0.327542931,-0.322750859,-0.004792071
SK02M14,Oxybutynin ,-0.488498818,-0.318237901,-0.170260917
SK02M15,Allopurinol ,-0.313013002,-0.358725934,0.045712932
SK02M16,Cefditoren Pivoxil,-0.294839282,-0.245668966,-0.049170316
SK02M17,Chlorothiazide,-0.275921248,-0.351655809,0.075734562
SK02M18,Vidarabine ,-0.334980228,-0.310752339,-0.024227888
SK02M19,Monobenzone ,-0.132038593,-0.095194255,-0.036844338
SK02M20,Acadesine,-0.350379671,-0.192076685,-0.158302986
SK02M21,Flucytosine,-0.28382779,-0.235445463,-0.048382327
SK02M22,Fenoprofen Calcium,-0.34235121,-0.778005203,0.435653993
SK02M23,DMSO,-0.277897834,-0.260999791,-0.016898043
SK02M24,DMSO,-0.103155542,0.319849897,-0.423005439
SK02N01,Butoconazole nitrate,-0.067574786,-0.212185955,0.144611169
SK02N02,Suplatast Tosylate,-0.185840511,-0.214251114,0.028410603
SK02N03,Curcumin,-0.198622848,-0.242171741,0.043548893
SK02N04,Ginkgolide A,-0.297516002,-0.21275007,-0.084765932
SK02N05,Dapoxetine HCl ,-0.067379794,-0.191400008,0.124020214
SK02N06,Candesartan Cilexetil,-0.103766332,-0.228903669,0.125137337
SK02N07,Deflazacort ,-0.275024801,-0.302822638,0.027797837
SK02N08,Pioglitazone HCl,-0.491940157,-1.109124249,0.617184092
SK02N09,Tropisetron,-0.150188423,-0.499624382,0.34943596
SK02N10,Tolnaftate,-0.265217468,-0.215514888,-0.049702579
SK02N11,Fluvastatin Sodium,-0.224239946,-0.196536192,-0.027703755
SK02N12,Ozagrel HCl,-0.253453751,-0.19410942,-0.059344331
SK02N13,Phenindione,-0.233013706,-0.124554967,-0.108458739
SK02N14,Cilazapril Monohydrate ,-0.301353123,-0.099883603,-0.20146952
SK02N15,Menadione,-0.172267328,-0.161275533,-0.010991795
SK02N16,Detomidine HCl,-0.30200714,-0.228879278,-0.073127862
SK02N17,Rimantadine ,-0.261342796,-0.188360685,-0.07298211
SK02N18,Levosulpiride,-0.178231872,-0.19609361,0.017861739
SK02N19,Methscopolamine,-0.310401965,-0.226558167,-0.083843798
SK02N20,Probucol,-0.240395003,-0.159309848,-0.081085155
SK02N21,Maraviroc,-0.214067624,-0.18819184,-0.025875783
SK02N22,Bazedoxifene HCl,-0.122604393,-0.093601765,-0.029002628
SK02N23,DMSO,-0.255663325,-0.075439085,-0.18022424
SK02N24,DMSO,-0.150470255,-0.025238634,-0.125231621
SK02O01,CP-673451,-0.051046913,-0.10673562,0.055688707
SK02O02,Disulfiram ,-4.33844961,-0.952115141,-3.386334468
SK02O03,Dapagliflozin,-0.190679655,-0.230970111,0.040290456
SK02O04,Busulfan ,-0.155128328,-0.153300879,-0.001827449
SK02O05,VX-809 (Lumacaftor),-0.082328362,-0.046419235,-0.035909127
SK02O06,Lamivudine ,-0.924683717,-1.139982097,0.21529838
SK02O07,RO4929097,-0.171320582,-0.155645703,-0.015674878
SK02O08,Adefovir Dipivoxil ,-0.042623712,-0.433814704,0.391190992
SK02O09,Reserpine,-0.157203994,-0.223624436,0.066420442
SK02O10,Mitotane ,-0.267261888,-0.220171303,-0.047090585
SK02O11,Metolazone ,-0.266063697,-0.291886884,0.025823187
SK02O12,Guaifenesin ,-0.370869769,-0.202527435,-0.168342334
SK02O13,Prednisone ,-0.291026398,-0.249284945,-0.041741453
SK02O14,Enoxacin ,-0.199680261,-0.359043333,0.159363072
SK02O15,Allopurinol Sodium ,-0.329938521,-0.310645821,-0.0192927
SK02O16,Sulfadiazine,-0.380431833,-0.262464581,-0.117967251
SK02O17,Ursodiol,-0.248194517,-0.285813213,0.037618696
SK02O18,Teniposide ,-2.89187828,-2.070760133,-0.821118148
SK02O19,Tretinoin,-0.29024975,-0.315380952,0.025131203
SK02O20,Acetylcholine Chloride,-0.315967004,-0.342108233,0.026141229
SK02O21,Trichlormethiazide ,-0.261815158,-0.408921821,0.147106663
SK02O22,Erdosteine,-0.255714877,-0.355512447,0.09979757
SK02O23,DMSO,-0.230058209,-0.341871535,0.111813326
SK02O24,DMSO,-0.140048616,-0.27944892,0.139400305
SK02P01,Azithromycin,-0.134244141,-0.051877804,-0.082366337
SK02P02,Mirtazapine,-0.240917284,-0.16510986,-0.075807424
SK02P03,Daidzein,-0.285739568,-0.300106648,0.01436708
SK02P04,Diclazuril,-0.216251106,-0.217012692,0.000761585
SK02P05,Valaciclovir HCl,-0.323179207,-0.307707868,-0.015471339
SK02P06,Phentolamine Mesylate,-0.213968359,-0.195045989,-0.01892237
SK02P07,Mitoxantrone,-5.823553756,-4.891336165,-0.932217591
SK02P08,Lornoxicam,-0.152503237,-0.202930955,0.050427718
SK02P09,Nicotinamide (Vitamin B3),-0.230989561,-0.308189216,0.077199655
SK02P10,Terazosin HCl ,-0.265846313,-0.254226283,-0.01162003
SK02P11,Tioconazole,-0.186313087,-0.228543707,0.04223062
SK02P12,Argatroban,-0.311402847,-0.312882573,0.001479727
SK02P13,Alibendol,-0.199674003,-0.278970584,0.079296581
SK02P14,Adiphenine HCl,-0.141605449,-0.251964101,0.110358652
SK02P15,Methoxsalen,-0.155605636,-0.234638648,0.079033012
SK02P16,Almotriptan Malate,0.014808305,-0.197337713,0.212146018
SK02P17,Primidone ,0.208325469,0.03773707,0.170588399
SK02P18,Flunixin Meglumin,0.17616327,-0.041524292,0.217687562
SK02P19,Amiodarone HCl,0.426680353,0.218357873,0.20832248
SK02P20,Arbidol HCl,0.405091568,0.118978138,0.286113431
SK02P21,Raltegravir (MK-0518),0.221292696,0.097420244,0.123872452
SK02P22,Atropine,0.255913348,0.265836741,-0.009923393
SK02P23,DMSO,0.314888073,0.217284662,0.097603412
SK02P24,DMSO,0.369710633,0.411222207,-0.041511574
SK03A01,Roflumilast ,-0.2131786,-0.112155716,-0.101022884
SK03A02,Cyclosporin A ,-0.243483013,0.091541363,-0.335024376
SK03A03,KW-2449,-0.669813078,-0.42254911,-0.247263967
SK03A04,Ferulic Acid,-0.154941755,-0.068650516,-0.086291239
SK03A05,Givinostat (ITF2357),-2.59745608,-0.862206649,-1.735249431
SK03A06,Hyodeoxycholic acid (HDCA),-0.174172451,0.011165933,-0.185338383
SK03A07,AST-1306,-0.07690346,0.077109959,-0.15401342
SK03A08,Magnolol,-0.090247168,-0.121110502,0.030863334
SK03A09,SGI-1776 free base,-0.038971143,0.102078277,-0.14104942
SK03A10,Neohesperidin dihydrochalcone (Nhdc),-0.076370956,-0.061015227,-0.015355729
SK03A11,DAPT (GSI-IX),-0.071405594,-0.163454475,0.092048881
SK03A12,Paeonol,0.054678364,-0.078394219,0.133072583
